ID,hasAnyApp,hasAndroidApp,hasIosApp
321,TRUE,FALSE,TRUE
324,FALSE,FALSE,FALSE
326,TRUE,TRUE,TRUE
330,TRUE,FALSE,TRUE
335,FALSE,FALSE,FALSE
341,TRUE,TRUE,FALSE
344,TRUE,FALSE,TRUE
345,TRUE,FALSE,TRUE
352,FALSE,FALSE,FALSE
354,TRUE,TRUE,FALSE
359,TRUE,FALSE,TRUE
364,TRUE,FALSE,TRUE
370,TRUE,FALSE,TRUE
374,FALSE,FALSE,FALSE
375,TRUE,FALSE,TRUE
376,TRUE,TRUE,FALSE
377,TRUE,FALSE,TRUE
381,TRUE,FALSE,TRUE
382,TRUE,FALSE,TRUE
383,FALSE,FALSE,FALSE
384,TRUE,FALSE,TRUE
385,TRUE,FALSE,TRUE
389,FALSE,FALSE,FALSE
391,TRUE,FALSE,TRUE
392,TRUE,FALSE,TRUE
393,FALSE,FALSE,FALSE
394,FALSE,FALSE,FALSE
395,FALSE,FALSE,FALSE
399,FALSE,FALSE,FALSE
405,TRUE,FALSE,TRUE
409,TRUE,TRUE,FALSE
411,TRUE,FALSE,TRUE
413,TRUE,FALSE,TRUE
418,FALSE,FALSE,FALSE
420,TRUE,FALSE,TRUE
424,FALSE,FALSE,FALSE
425,FALSE,FALSE,FALSE
427,TRUE,FALSE,TRUE
428,TRUE,FALSE,TRUE
429,TRUE,FALSE,TRUE
434,TRUE,FALSE,TRUE
435,TRUE,TRUE,FALSE
445,TRUE,FALSE,TRUE
446,TRUE,FALSE,TRUE
447,TRUE,FALSE,TRUE
448,TRUE,FALSE,TRUE
451,TRUE,FALSE,TRUE
453,FALSE,FALSE,FALSE
454,FALSE,FALSE,FALSE
455,TRUE,FALSE,TRUE
457,FALSE,FALSE,FALSE
458,TRUE,FALSE,TRUE
461,TRUE,TRUE,FALSE
464,TRUE,FALSE,TRUE
468,TRUE,FALSE,TRUE
469,TRUE,FALSE,TRUE
484,FALSE,FALSE,FALSE
487,TRUE,FALSE,TRUE
493,TRUE,FALSE,TRUE
499,TRUE,FALSE,TRUE
500,FALSE,FALSE,FALSE
501,TRUE,FALSE,TRUE
512,TRUE,FALSE,TRUE
513,FALSE,FALSE,FALSE
514,TRUE,FALSE,TRUE
516,FALSE,FALSE,FALSE
525,TRUE,FALSE,TRUE
528,FALSE,FALSE,FALSE
531,TRUE,FALSE,TRUE
533,TRUE,FALSE,TRUE
534,FALSE,FALSE,FALSE
535,TRUE,FALSE,TRUE
538,FALSE,FALSE,FALSE
540,FALSE,FALSE,FALSE
546,TRUE,FALSE,TRUE
547,TRUE,FALSE,TRUE
548,TRUE,FALSE,TRUE
549,TRUE,FALSE,TRUE
552,TRUE,FALSE,TRUE
554,TRUE,FALSE,TRUE
562,TRUE,FALSE,TRUE
567,TRUE,FALSE,TRUE
568,TRUE,FALSE,TRUE
576,TRUE,FALSE,TRUE
579,TRUE,FALSE,TRUE
580,FALSE,FALSE,FALSE
585,FALSE,FALSE,FALSE
593,FALSE,FALSE,FALSE
594,TRUE,FALSE,TRUE
596,TRUE,TRUE,FALSE
599,TRUE,FALSE,TRUE
600,TRUE,TRUE,TRUE
602,TRUE,FALSE,TRUE
606,TRUE,FALSE,TRUE
612,TRUE,TRUE,TRUE
614,TRUE,FALSE,TRUE
618,TRUE,FALSE,TRUE
624,FALSE,FALSE,FALSE
626,TRUE,FALSE,TRUE
630,FALSE,FALSE,FALSE
635,TRUE,FALSE,TRUE
636,FALSE,FALSE,FALSE
637,FALSE,FALSE,FALSE
638,FALSE,FALSE,FALSE
639,FALSE,FALSE,FALSE
651,FALSE,FALSE,FALSE
659,TRUE,FALSE,TRUE
665,TRUE,FALSE,TRUE
667,TRUE,FALSE,TRUE
674,TRUE,FALSE,TRUE
678,FALSE,FALSE,FALSE
683,TRUE,FALSE,TRUE
684,TRUE,TRUE,TRUE
686,TRUE,FALSE,TRUE
695,TRUE,FALSE,TRUE
696,TRUE,FALSE,TRUE
699,FALSE,FALSE,FALSE
701,TRUE,FALSE,TRUE
702,FALSE,FALSE,FALSE
705,TRUE,FALSE,TRUE
706,TRUE,FALSE,TRUE
708,TRUE,FALSE,TRUE
710,FALSE,FALSE,FALSE
712,TRUE,FALSE,TRUE
714,FALSE,FALSE,FALSE
719,FALSE,FALSE,FALSE
720,TRUE,FALSE,TRUE
724,FALSE,FALSE,FALSE
725,FALSE,FALSE,FALSE
726,TRUE,FALSE,TRUE
729,TRUE,FALSE,TRUE
731,TRUE,FALSE,TRUE
733,TRUE,FALSE,TRUE
734,FALSE,FALSE,FALSE
735,FALSE,FALSE,FALSE
739,TRUE,FALSE,TRUE
742,FALSE,FALSE,FALSE
743,FALSE,FALSE,FALSE
744,TRUE,FALSE,TRUE
745,TRUE,FALSE,TRUE
747,TRUE,TRUE,FALSE
749,TRUE,TRUE,FALSE
754,TRUE,TRUE,FALSE
757,FALSE,FALSE,FALSE
761,FALSE,FALSE,FALSE
763,FALSE,FALSE,FALSE
764,TRUE,FALSE,TRUE
765,TRUE,FALSE,TRUE
767,FALSE,FALSE,FALSE
769,TRUE,FALSE,TRUE
770,TRUE,FALSE,TRUE
771,FALSE,FALSE,FALSE
775,TRUE,FALSE,TRUE
776,FALSE,FALSE,FALSE
777,TRUE,FALSE,TRUE
781,TRUE,FALSE,TRUE
783,FALSE,FALSE,FALSE
784,TRUE,FALSE,TRUE
785,TRUE,TRUE,FALSE
789,TRUE,FALSE,TRUE
791,FALSE,FALSE,FALSE
792,FALSE,FALSE,FALSE
799,TRUE,FALSE,TRUE
804,FALSE,FALSE,FALSE
808,TRUE,FALSE,TRUE
813,TRUE,TRUE,FALSE
822,TRUE,FALSE,TRUE
830,TRUE,FALSE,TRUE
831,TRUE,FALSE,TRUE
839,TRUE,FALSE,TRUE
848,TRUE,FALSE,TRUE
852,TRUE,FALSE,TRUE
862,TRUE,TRUE,TRUE
872,TRUE,FALSE,TRUE
875,FALSE,FALSE,FALSE
876,TRUE,FALSE,TRUE
879,TRUE,TRUE,FALSE
882,TRUE,FALSE,TRUE
883,TRUE,TRUE,FALSE
884,TRUE,FALSE,TRUE
891,FALSE,FALSE,FALSE
895,FALSE,FALSE,FALSE
899,TRUE,FALSE,TRUE
901,TRUE,FALSE,TRUE
903,FALSE,FALSE,FALSE
911,TRUE,FALSE,TRUE
913,FALSE,FALSE,FALSE
914,FALSE,FALSE,FALSE
917,TRUE,FALSE,TRUE
920,FALSE,FALSE,FALSE
923,TRUE,FALSE,TRUE
924,TRUE,FALSE,TRUE
925,TRUE,FALSE,TRUE
928,FALSE,FALSE,FALSE
934,TRUE,FALSE,TRUE
935,FALSE,FALSE,FALSE
937,TRUE,TRUE,FALSE
938,TRUE,FALSE,TRUE
939,FALSE,FALSE,FALSE
945,TRUE,TRUE,FALSE
946,TRUE,FALSE,TRUE
947,FALSE,FALSE,FALSE
951,FALSE,FALSE,FALSE
952,TRUE,FALSE,TRUE
956,FALSE,FALSE,FALSE
960,FALSE,FALSE,FALSE
969,TRUE,FALSE,TRUE
971,TRUE,FALSE,TRUE
974,FALSE,FALSE,FALSE
975,TRUE,FALSE,TRUE
977,TRUE,FALSE,TRUE
982,FALSE,FALSE,FALSE
983,FALSE,FALSE,FALSE
984,TRUE,FALSE,TRUE
986,TRUE,FALSE,TRUE
989,TRUE,FALSE,TRUE
994,FALSE,FALSE,FALSE
995,FALSE,FALSE,FALSE
999,TRUE,FALSE,TRUE
1001,FALSE,FALSE,FALSE
1002,FALSE,FALSE,FALSE
1004,TRUE,TRUE,FALSE
1006,FALSE,FALSE,FALSE
1008,FALSE,FALSE,FALSE
1010,TRUE,TRUE,FALSE
1011,FALSE,FALSE,FALSE
1015,TRUE,FALSE,TRUE
1016,TRUE,FALSE,TRUE
1017,TRUE,TRUE,FALSE
1024,TRUE,FALSE,TRUE
1025,TRUE,FALSE,TRUE
1026,FALSE,FALSE,FALSE
1031,FALSE,FALSE,FALSE
1032,FALSE,FALSE,FALSE
1033,TRUE,FALSE,TRUE
1037,FALSE,FALSE,FALSE
1040,FALSE,FALSE,FALSE
1043,FALSE,FALSE,FALSE
1048,FALSE,FALSE,FALSE
1050,TRUE,TRUE,FALSE
1051,TRUE,FALSE,TRUE
1054,TRUE,FALSE,TRUE
1055,FALSE,FALSE,FALSE
1058,FALSE,FALSE,FALSE
1059,TRUE,TRUE,FALSE
1060,TRUE,FALSE,TRUE
1062,TRUE,TRUE,FALSE
1063,TRUE,FALSE,TRUE
1067,FALSE,FALSE,FALSE
1069,TRUE,FALSE,TRUE
1070,TRUE,TRUE,FALSE
1074,TRUE,FALSE,TRUE
1075,TRUE,TRUE,FALSE
1078,TRUE,TRUE,FALSE
1080,TRUE,TRUE,FALSE
1081,FALSE,FALSE,FALSE
1082,FALSE,FALSE,FALSE
1086,FALSE,FALSE,FALSE
1088,FALSE,FALSE,FALSE
1090,FALSE,FALSE,FALSE
1091,TRUE,FALSE,TRUE
1097,FALSE,FALSE,FALSE
1098,FALSE,FALSE,FALSE
1099,FALSE,FALSE,FALSE
1100,TRUE,FALSE,TRUE
1101,TRUE,FALSE,TRUE
1103,FALSE,FALSE,FALSE
1107,TRUE,FALSE,TRUE
1108,TRUE,TRUE,FALSE
1113,TRUE,FALSE,TRUE
1114,FALSE,FALSE,FALSE
1115,FALSE,FALSE,FALSE
1116,TRUE,FALSE,TRUE
1120,TRUE,TRUE,FALSE
1122,TRUE,TRUE,FALSE
1123,TRUE,FALSE,TRUE
1124,TRUE,FALSE,TRUE
1126,TRUE,FALSE,TRUE
1129,TRUE,FALSE,TRUE
1134,FALSE,FALSE,FALSE
1136,TRUE,FALSE,TRUE
1138,TRUE,FALSE,TRUE
1144,FALSE,FALSE,FALSE
1151,TRUE,FALSE,TRUE
1160,TRUE,FALSE,TRUE
1163,TRUE,FALSE,TRUE
1164,FALSE,FALSE,FALSE
1173,TRUE,FALSE,TRUE
1178,TRUE,TRUE,FALSE
1180,TRUE,FALSE,TRUE
1181,TRUE,FALSE,TRUE
1186,TRUE,FALSE,TRUE
1191,TRUE,TRUE,FALSE
1193,FALSE,FALSE,FALSE
1194,TRUE,FALSE,TRUE
1195,FALSE,FALSE,FALSE
1198,FALSE,FALSE,FALSE
1207,FALSE,FALSE,FALSE
1229,TRUE,TRUE,FALSE
1234,FALSE,FALSE,FALSE
1237,TRUE,TRUE,FALSE
1248,FALSE,FALSE,FALSE
1250,FALSE,FALSE,FALSE
1253,TRUE,TRUE,FALSE
1254,FALSE,FALSE,FALSE
1264,TRUE,FALSE,TRUE
1271,TRUE,TRUE,FALSE
1272,FALSE,FALSE,FALSE
1276,FALSE,FALSE,FALSE
1277,TRUE,FALSE,TRUE
1280,TRUE,FALSE,TRUE
1281,FALSE,FALSE,FALSE
1285,TRUE,FALSE,TRUE
1292,TRUE,FALSE,TRUE
1297,TRUE,FALSE,TRUE
1301,FALSE,FALSE,FALSE
1303,TRUE,FALSE,TRUE
1307,FALSE,FALSE,FALSE
1309,TRUE,FALSE,TRUE
1310,FALSE,FALSE,FALSE
1327,TRUE,FALSE,TRUE
1333,TRUE,FALSE,TRUE
1335,TRUE,FALSE,TRUE
1337,TRUE,FALSE,TRUE
1341,TRUE,FALSE,TRUE
1342,TRUE,TRUE,FALSE
1343,TRUE,TRUE,FALSE
1347,FALSE,FALSE,FALSE
1349,FALSE,FALSE,FALSE
1362,TRUE,FALSE,TRUE
1365,TRUE,FALSE,TRUE
1367,TRUE,TRUE,FALSE
1370,FALSE,FALSE,FALSE
1371,TRUE,FALSE,TRUE
1376,TRUE,FALSE,TRUE
1381,TRUE,FALSE,TRUE
1383,FALSE,FALSE,FALSE
1385,FALSE,FALSE,FALSE
1386,TRUE,FALSE,TRUE
1389,TRUE,FALSE,TRUE
1391,FALSE,FALSE,FALSE
1392,TRUE,TRUE,FALSE
1395,FALSE,FALSE,FALSE
1396,FALSE,FALSE,FALSE
1400,FALSE,FALSE,FALSE
1401,FALSE,FALSE,FALSE
1409,FALSE,FALSE,FALSE
1410,TRUE,FALSE,TRUE
1412,FALSE,FALSE,FALSE
1415,TRUE,TRUE,FALSE
1417,FALSE,FALSE,FALSE
1419,FALSE,FALSE,FALSE
1424,TRUE,FALSE,TRUE
1426,TRUE,TRUE,FALSE
1430,TRUE,TRUE,FALSE
1432,TRUE,FALSE,TRUE
1434,FALSE,FALSE,FALSE
1436,FALSE,FALSE,FALSE
1437,FALSE,FALSE,FALSE
1438,FALSE,FALSE,FALSE
1439,TRUE,FALSE,TRUE
1445,TRUE,FALSE,TRUE
1447,FALSE,FALSE,FALSE
1448,FALSE,FALSE,FALSE
1449,TRUE,TRUE,FALSE
1450,TRUE,TRUE,FALSE
1451,TRUE,FALSE,TRUE
1453,TRUE,FALSE,TRUE
1457,TRUE,FALSE,TRUE
1458,FALSE,FALSE,FALSE
1466,TRUE,TRUE,FALSE
1468,FALSE,FALSE,FALSE
1469,FALSE,FALSE,FALSE
1473,TRUE,FALSE,TRUE
1475,FALSE,FALSE,FALSE
1477,TRUE,FALSE,TRUE
1478,FALSE,FALSE,FALSE
1484,TRUE,FALSE,TRUE
1486,TRUE,TRUE,FALSE
1488,TRUE,FALSE,TRUE
1492,FALSE,FALSE,FALSE
1495,TRUE,FALSE,TRUE
1496,TRUE,FALSE,TRUE
1499,FALSE,FALSE,FALSE
1501,TRUE,FALSE,TRUE
1502,TRUE,FALSE,TRUE
1504,TRUE,FALSE,TRUE
1505,TRUE,FALSE,TRUE
1506,TRUE,FALSE,TRUE
1509,FALSE,FALSE,FALSE
1516,TRUE,TRUE,FALSE
1518,FALSE,FALSE,FALSE
1519,TRUE,FALSE,TRUE
1524,TRUE,FALSE,TRUE
1525,FALSE,FALSE,FALSE
1530,TRUE,FALSE,TRUE
1532,TRUE,FALSE,TRUE
1533,TRUE,FALSE,TRUE
1539,TRUE,FALSE,TRUE
1541,TRUE,TRUE,FALSE
1542,FALSE,FALSE,FALSE
1547,FALSE,FALSE,FALSE
1549,TRUE,FALSE,TRUE
1553,TRUE,FALSE,TRUE
1554,TRUE,FALSE,TRUE
1555,TRUE,FALSE,TRUE
1556,FALSE,FALSE,FALSE
1557,FALSE,FALSE,FALSE
1563,TRUE,FALSE,TRUE
1565,TRUE,FALSE,TRUE
1566,FALSE,FALSE,FALSE
1567,TRUE,FALSE,TRUE
1569,FALSE,FALSE,FALSE
1572,TRUE,FALSE,TRUE
1575,TRUE,TRUE,TRUE
1579,TRUE,FALSE,TRUE
1580,TRUE,FALSE,TRUE
1581,TRUE,FALSE,TRUE
1582,TRUE,FALSE,TRUE
1583,TRUE,FALSE,TRUE
1588,TRUE,TRUE,TRUE
1589,FALSE,FALSE,FALSE
1590,FALSE,FALSE,FALSE
1591,TRUE,TRUE,FALSE
1595,TRUE,FALSE,TRUE
1596,TRUE,FALSE,TRUE
1600,FALSE,FALSE,FALSE
1602,TRUE,TRUE,FALSE
1603,TRUE,FALSE,TRUE
1606,FALSE,FALSE,FALSE
1610,FALSE,FALSE,FALSE
1612,FALSE,FALSE,FALSE
1614,TRUE,FALSE,TRUE
1615,TRUE,FALSE,TRUE
1616,TRUE,FALSE,TRUE
1618,FALSE,FALSE,FALSE
1622,FALSE,FALSE,FALSE
1624,TRUE,FALSE,TRUE
1633,TRUE,FALSE,TRUE
1635,FALSE,FALSE,FALSE
1636,TRUE,FALSE,TRUE
1639,FALSE,FALSE,FALSE
1642,FALSE,FALSE,FALSE
1643,TRUE,TRUE,FALSE
1647,TRUE,FALSE,TRUE
1648,FALSE,FALSE,FALSE
1651,TRUE,FALSE,TRUE
1652,FALSE,FALSE,FALSE
1653,TRUE,FALSE,TRUE
1654,TRUE,FALSE,TRUE
1655,FALSE,FALSE,FALSE
1656,FALSE,FALSE,FALSE
1657,TRUE,TRUE,FALSE
1658,TRUE,FALSE,TRUE
1659,TRUE,TRUE,FALSE
1662,TRUE,FALSE,TRUE
1663,TRUE,FALSE,TRUE
1665,FALSE,FALSE,FALSE
1666,TRUE,FALSE,TRUE
1667,FALSE,FALSE,FALSE
1669,TRUE,FALSE,TRUE
1672,FALSE,FALSE,FALSE
1673,FALSE,FALSE,FALSE
1674,FALSE,FALSE,FALSE
1676,TRUE,TRUE,FALSE
1677,FALSE,FALSE,FALSE
1678,TRUE,FALSE,TRUE
1679,TRUE,FALSE,TRUE
1680,TRUE,FALSE,TRUE
1681,TRUE,FALSE,TRUE
1684,FALSE,FALSE,FALSE
1685,FALSE,FALSE,FALSE
1687,TRUE,FALSE,TRUE
1688,TRUE,FALSE,TRUE
1689,FALSE,FALSE,FALSE
1691,TRUE,FALSE,TRUE
1695,TRUE,FALSE,TRUE
1699,TRUE,FALSE,TRUE
1700,FALSE,FALSE,FALSE
1702,TRUE,FALSE,TRUE
1703,TRUE,TRUE,FALSE
1704,TRUE,FALSE,TRUE
1710,FALSE,FALSE,FALSE
1722,TRUE,FALSE,TRUE
1725,FALSE,FALSE,FALSE
1726,FALSE,FALSE,FALSE
1727,FALSE,FALSE,FALSE
1728,FALSE,FALSE,FALSE
1729,TRUE,FALSE,TRUE
1730,FALSE,FALSE,FALSE
1731,FALSE,FALSE,FALSE
1735,FALSE,FALSE,FALSE
1737,TRUE,FALSE,TRUE
1743,TRUE,FALSE,TRUE
1744,TRUE,FALSE,TRUE
1745,TRUE,FALSE,TRUE
1746,TRUE,FALSE,TRUE
1748,TRUE,FALSE,TRUE
1749,FALSE,FALSE,FALSE
1751,TRUE,FALSE,TRUE
1752,FALSE,FALSE,FALSE
1753,FALSE,FALSE,FALSE
1756,FALSE,FALSE,FALSE
1759,FALSE,FALSE,FALSE
1762,TRUE,TRUE,FALSE
1763,TRUE,FALSE,TRUE
1765,TRUE,FALSE,TRUE
1767,TRUE,FALSE,TRUE
1768,FALSE,FALSE,FALSE
1769,TRUE,FALSE,TRUE
1771,TRUE,FALSE,TRUE
1772,FALSE,FALSE,FALSE
1773,FALSE,FALSE,FALSE
1776,FALSE,FALSE,FALSE
1781,TRUE,TRUE,FALSE
1782,FALSE,FALSE,FALSE
1784,FALSE,FALSE,FALSE
1785,TRUE,FALSE,TRUE
1787,FALSE,FALSE,FALSE
1791,FALSE,FALSE,FALSE
1793,TRUE,TRUE,FALSE
1795,TRUE,FALSE,TRUE
1797,FALSE,FALSE,FALSE
1798,TRUE,FALSE,TRUE
1800,FALSE,FALSE,FALSE
1803,TRUE,FALSE,TRUE
1808,FALSE,FALSE,FALSE
1811,TRUE,TRUE,FALSE
1812,TRUE,FALSE,TRUE
1814,TRUE,TRUE,FALSE
1815,FALSE,FALSE,FALSE
1816,TRUE,FALSE,TRUE
1817,FALSE,FALSE,FALSE
1818,FALSE,FALSE,FALSE
1819,FALSE,FALSE,FALSE
1820,FALSE,FALSE,FALSE
1821,FALSE,FALSE,FALSE
1822,TRUE,FALSE,TRUE
1823,FALSE,FALSE,FALSE
1824,TRUE,FALSE,TRUE
1825,TRUE,FALSE,TRUE
1826,FALSE,FALSE,FALSE
1828,FALSE,FALSE,FALSE
1832,TRUE,FALSE,TRUE
1835,FALSE,FALSE,FALSE
1836,FALSE,FALSE,FALSE
1840,TRUE,FALSE,TRUE
1842,FALSE,FALSE,FALSE
1843,FALSE,FALSE,FALSE
1844,TRUE,FALSE,TRUE
1846,FALSE,FALSE,FALSE
1847,FALSE,FALSE,FALSE
1848,FALSE,FALSE,FALSE
1849,FALSE,FALSE,FALSE
1850,FALSE,FALSE,FALSE
1851,FALSE,FALSE,FALSE
1854,TRUE,FALSE,TRUE
1855,FALSE,FALSE,FALSE
1859,TRUE,FALSE,TRUE
1864,FALSE,FALSE,FALSE
1865,TRUE,FALSE,TRUE
1866,FALSE,FALSE,FALSE
1869,FALSE,FALSE,FALSE
1871,TRUE,TRUE,FALSE
1875,FALSE,FALSE,FALSE
1876,TRUE,FALSE,TRUE
1877,FALSE,FALSE,FALSE
1878,FALSE,FALSE,FALSE
1881,FALSE,FALSE,FALSE
1882,TRUE,FALSE,TRUE
1884,TRUE,FALSE,TRUE
1885,FALSE,FALSE,FALSE
1887,TRUE,FALSE,TRUE
1888,FALSE,FALSE,FALSE
1889,TRUE,TRUE,FALSE
1890,FALSE,FALSE,FALSE
1891,TRUE,FALSE,TRUE
1893,FALSE,FALSE,FALSE
1894,FALSE,FALSE,FALSE
1896,FALSE,FALSE,FALSE
1899,FALSE,FALSE,FALSE
1902,FALSE,FALSE,FALSE
1904,FALSE,FALSE,FALSE
1906,FALSE,FALSE,FALSE
1909,TRUE,FALSE,TRUE
1910,FALSE,FALSE,FALSE
1912,FALSE,FALSE,FALSE
1916,FALSE,FALSE,FALSE
1918,TRUE,TRUE,FALSE
1919,TRUE,FALSE,TRUE
1920,TRUE,FALSE,TRUE
1921,FALSE,FALSE,FALSE
1924,TRUE,FALSE,TRUE
1927,FALSE,FALSE,FALSE
1929,FALSE,FALSE,FALSE
1933,TRUE,FALSE,TRUE
1936,TRUE,FALSE,TRUE
1937,FALSE,FALSE,FALSE
1938,TRUE,FALSE,TRUE
1942,FALSE,FALSE,FALSE
1943,FALSE,FALSE,FALSE
1945,TRUE,FALSE,TRUE
1946,TRUE,TRUE,FALSE
1947,FALSE,FALSE,FALSE
1948,TRUE,FALSE,TRUE
1950,TRUE,FALSE,TRUE
1954,FALSE,FALSE,FALSE
1958,FALSE,FALSE,FALSE
1960,TRUE,FALSE,TRUE
1962,FALSE,FALSE,FALSE
1964,FALSE,FALSE,FALSE
1967,TRUE,FALSE,TRUE
1968,FALSE,FALSE,FALSE
1969,TRUE,FALSE,TRUE
1972,FALSE,FALSE,FALSE
1975,TRUE,FALSE,TRUE
1977,TRUE,FALSE,TRUE
1979,FALSE,FALSE,FALSE
1980,TRUE,FALSE,TRUE
1983,FALSE,FALSE,FALSE
1988,FALSE,FALSE,FALSE
1989,TRUE,FALSE,TRUE
1991,FALSE,FALSE,FALSE
1992,TRUE,TRUE,FALSE
1994,FALSE,FALSE,FALSE
2003,TRUE,FALSE,TRUE
2007,TRUE,FALSE,TRUE
2008,TRUE,FALSE,TRUE
2012,FALSE,FALSE,FALSE
2014,FALSE,FALSE,FALSE
2015,TRUE,FALSE,TRUE
2016,TRUE,FALSE,TRUE
2017,FALSE,FALSE,FALSE
2018,FALSE,FALSE,FALSE
2025,TRUE,FALSE,TRUE
2026,TRUE,FALSE,TRUE
2027,FALSE,FALSE,FALSE
2031,FALSE,FALSE,FALSE
2034,FALSE,FALSE,FALSE
2035,FALSE,FALSE,FALSE
2036,TRUE,FALSE,TRUE
2038,TRUE,FALSE,TRUE
2062,TRUE,TRUE,FALSE
2071,TRUE,TRUE,FALSE
2072,FALSE,FALSE,FALSE
2073,TRUE,FALSE,TRUE
2081,TRUE,TRUE,FALSE
2083,TRUE,FALSE,TRUE
2084,TRUE,FALSE,TRUE
2092,TRUE,FALSE,TRUE
2104,TRUE,FALSE,TRUE
2108,FALSE,FALSE,FALSE
2112,FALSE,FALSE,FALSE
2123,TRUE,FALSE,TRUE
2129,FALSE,FALSE,FALSE
2142,TRUE,FALSE,TRUE
2148,FALSE,FALSE,FALSE
2150,TRUE,FALSE,TRUE
2151,TRUE,FALSE,TRUE
2154,TRUE,FALSE,TRUE
2193,TRUE,FALSE,TRUE
2209,TRUE,FALSE,TRUE
2219,TRUE,TRUE,FALSE
2222,FALSE,FALSE,FALSE
2236,TRUE,TRUE,FALSE
2241,TRUE,TRUE,FALSE
2244,TRUE,TRUE,FALSE
2255,TRUE,FALSE,TRUE
2256,FALSE,FALSE,FALSE
2261,TRUE,TRUE,TRUE
2262,FALSE,FALSE,FALSE
2279,TRUE,FALSE,TRUE
2281,TRUE,FALSE,TRUE
2295,TRUE,FALSE,TRUE
2299,TRUE,FALSE,TRUE
2302,FALSE,FALSE,FALSE
2305,TRUE,FALSE,TRUE
2306,TRUE,FALSE,TRUE
2311,FALSE,FALSE,FALSE
2314,TRUE,FALSE,TRUE
2315,TRUE,FALSE,TRUE
2322,FALSE,FALSE,FALSE
2327,FALSE,FALSE,FALSE
2328,FALSE,FALSE,FALSE
2330,TRUE,FALSE,TRUE
2331,TRUE,TRUE,TRUE
2347,TRUE,FALSE,TRUE
2351,TRUE,TRUE,FALSE
2352,TRUE,FALSE,TRUE
2355,TRUE,FALSE,TRUE
2367,FALSE,FALSE,FALSE
2371,FALSE,FALSE,FALSE
2374,TRUE,FALSE,TRUE
2375,FALSE,FALSE,FALSE
2385,TRUE,FALSE,TRUE
2396,TRUE,FALSE,TRUE
2397,TRUE,TRUE,FALSE
2400,TRUE,FALSE,TRUE
2406,TRUE,FALSE,TRUE
2407,FALSE,FALSE,FALSE
2408,FALSE,FALSE,FALSE
2410,TRUE,FALSE,TRUE
2411,FALSE,FALSE,FALSE
2417,FALSE,FALSE,FALSE
2423,TRUE,FALSE,TRUE
2434,FALSE,FALSE,FALSE
2439,FALSE,FALSE,FALSE
2459,FALSE,FALSE,FALSE
2462,FALSE,FALSE,FALSE
2463,TRUE,TRUE,FALSE
2466,TRUE,FALSE,TRUE
2471,FALSE,FALSE,FALSE
2479,TRUE,TRUE,FALSE
2487,TRUE,TRUE,FALSE
2498,TRUE,FALSE,TRUE
2503,TRUE,FALSE,TRUE
2508,TRUE,FALSE,TRUE
2512,TRUE,FALSE,TRUE
